|---Maximum Temperature---|---Minimum Temperature---|----Precipitation---|-------Snowfall-----|------Snowdepth-----|--Heat--|--Cool--
MO DY AVG  NO  HI   YR  LO   YR AVG  NO  HI   YR  LO   YR   AVG  NO  HIGH   YR   AVG  NO  HIGH   YR   AVG  NO  HIGH   YR HDD   NO  CDD  NO
 6 13  75  47  90 1966  64 1954  52  47  61 2001  44 1980 0.000  47  0.02 1954  0.00  47   0.0 2003   0.0  47    0. 2003  2.7  47  0.8  47
 6 14  77  46 100 1966  63 1955  52  46  60 1998  42 1982 0.003  47  0.14 1995  0.00  47   0.0 2003   0.0  47    0. 2003  2.3  46  1.5  46
 6 15  78  47 107 1961  66 1962  53  46  64 1961  43 1994 0.001  47  0.07 1995  0.00  47   0.0 2003   0.0  47    0. 2003  2.4  46  2.3  46
 6 16  78  46  97 1961  63 1992  53  46  63 1960  42 1982 0.017  47  0.82 1995  0.00  47   0.0 2003   0.0  47    0. 2003  2.3  46  2.5  46
 6 17  78  45  95 1981  63 1994  53  45  62 1958  42 1994 0.000  47  0.01 1964  0.00  47   0.0 2003   0.0  47    0. 2003  2.0  45  2.0  45
 6 18  79  46  96 1957  68 1987  53  45  60 1985  42 1994 0.000  47  0.02 1974  0.00  47   0.0 2003   0.0  47    0. 2003  1.8  45  2.4  45
 6 19  78  45  96 1981  67 1995  53  46  60 1969  45 1994 0.004  47  0.18 1974  0.00  47   0.0 2003   0.0  47    0. 2003  1.5  45  2.0  45
 6 20  79  47 102 1981  62 1975  54  47  63 1981  46 1980 0.000  47  0.00 2003  0.00  47   0.0 2003   0.0  47    0. 2003  1.2  47  2.2  47
 6 21  79  47 102 1973  66 1994  53  47  63 1954  44 1994 0.000  47  0.00 2003  0.00  47   0.0 2003   0.0  47    0. 2003  1.6  47  2.2  47
 6 22  80  47 100 1981  67 1994  54  47  63 1981  46 1980 0.000  47  0.00 2003  0.00  47   0.0 2003   0.0  47    0. 2003  1.6  47  2.9  47
 6 23  80  47  98 1989  70 1994  54  46  63 1968  44 1994 0.000  47  0.00 2003  0.00  47   0.0 2003   0.0  47    0. 2003  1.1  46  2.7  46
 6 24  79  46  99 1976  68 1972  54  46  65 1976  48 1994 0.001  47  0.03 1975  0.00  47   0.0 2003   0.0  47    0. 2003  1.3  46  2.3  46
 6 25  80  46 106 1976  68 1962  54  46  76 1976  43 1975 0.000  47  0.00 2003  0.00  47   0.0 2003   0.0  47    0. 2003  1.2  46  3.2  46
 6 26  80  45 102 1995  64 1965  54  45  64 1973  46 1994 0.003  47  0.13 2001  0.00  47   0.0 2003   0.0  47    0. 2003  1.3  45  3.0  45
 6 27  79  47 101 1973  68 1996  54  47  64 1973  45 1964 0.000  47  0.00 2003  0.00  47   0.0 2003   0.0  47    0. 2003  1.0  47  2.1  47
 6 28  79  47 103 1976  69 1983  53  47  60 2001  45 1989 0.000  47  0.00 2003  0.00  47   0.0 2003   0.0  47    0. 2003  1.4  47  2.4  47
 6 29  79  47 101 1976  69 1989  53  47  61 1992  44 1963 0.001  47  0.04 1982  0.00  47   0.0 2003   0.0  47    0. 2003  1.3  47  2.4  47
 6 30  78  46  93 2002  65 1994  52  44  60 1989  46 1975 0.009  47  0.39 1982  0.00  47   0.0 2003   0.0  47    0. 2003  1.9  44  1.5  44
 7  1  79  48  99 1996  68 1994  52  46  59 1995  42 1994 0.000  48  0.00 2003  0.00  48   0.0 2003   0.0  48    0. 2003  1.7  46  2.0  46
 7  2  79  46  97 1985  66 1982  53  46  62 1984  44 1956 0.007  48  0.32 1980  0.00  48   0.0 2003   0.0  48    0. 2003  1.6  46  2.3  46
 7  3  78  48 101 1970  65 1980  53  47  67 1970  45 1963 0.000  48  0.02 1980  0.00  48   0.0 2003   0.0  48    0. 2003  1.7  47  2.1  47
 7  4  78  46  93 1970  64 1965  54  46  62 1970  45 1982 0.000  48  0.00 2003  0.00  48   0.0 2003   0.0  48    0. 2003  1.3  46  1.9  46
 7  5  78  46  94 1973  67 1994  53  46  62 1958  45 1977 0.000  48  0.00 2003  0.00  48   0.0 2003   0.0  48    0. 2003  1.6  45  1.6  45
 7  6  78  48  88 1968  66 1965  53  48  63 1958  45 1961 0.000  48  0.00 2003  0.00  48   0.0 2003   0.0  48    0. 2003  1.2  48  1.6  48
 7  7  78  47  96 1989  68 1965  53  47  60 1984  47 1980 0.000  48  0.00 2003  0.00  48   0.0 2003   0.0  48    0. 2003  0.9  47  1.6  47
 7  8  77  47  92 2002  67 1991  54  47  59 1974  47 1983 0.000  48  0.00 2003  0.00  48   0.0 2003   0.0  48    0. 2003  1.2  47  1.5  47
 7  9  80  46 101 2002  69 1994  55  45  76 2002  47 1964 0.001  48  0.06 1974  0.00  48   0.0 2003   0.0  48    0. 2003  0.8  45  2.8  45
 7 10  80  47 101 2002  68 1994  55  47  64 1985  47 1982 0.000  48  0.00 2003  0.00  48   0.0 2003   0.0  48    0. 2003  1.0  47  2.9  47
 7 11  80  48 101 1959  69 1994  55  48  67 1959  47 1974 0.000  48  0.00 2003  0.00  48   0.0 2003   0.0  48    0. 2003  0.7  48  2.7  48
 7 12  79  47  99 1983  65 1994  55  47  63 1990  47 1981 0.000  48  0.00 2003  0.00  48   0.0 2003   0.0  48    0. 2003  0.6  47  2.7  47
 7 13  79  46  95 1983  65 1994  55  46  62 1992  44 1977 0.000  48  0.00 2003  0.00  48   0.0 2003   0.0  48    0. 2003  1.0  46  2.8  46
 7 14  79  46 105 1972  66 1994  56  46  65 1984  46 1994 0.000  48  0.00 2003  0.00  48   0.0 2003   0.0  48    0. 2003  0.6  46  2.9  46
 7 15  79  45 105 1972  71 1991  55  45  63 1972  46 1994 0.001  48  0.02 1955  0.00  48   0.0 2003   0.0  48    0. 2003  0.5  45  2.3  45
 7 16  79  46 100 1995  66 1975  55  46  65 1984  47 1964 0.003  48  0.14 1975  0.00  48   0.0 2003   0.0  48    0. 2003  0.8  46  2.5  46
 7 17  79  46  93 2003  71 1990  55  46  63 1995  46 1955 0.001  48  0.04 1990  0.00  48   0.0 2003   0.0  48    0. 2003  0.7  46  2.3  46
 7 18  80  48 105 1988  67 1987  55  48  64 1971  47 1983 0.001  48  0.03 1976  0.00  48   0.0 2003   0.0  48    0. 2003  0.5  48  2.9  48
 7 19  79  48  96 1998  71 1991  55  48  62 1984  41 1983 0.000  48  0.00 2003  0.00  48   0.0 2003   0.0  48    0. 2003  0.7  48  2.5  48
 7 20  79  48  99 1961  66 1982  56  48  62 1984  48 1983 0.000  48  0.02 1985  0.00  48   0.0 2003   0.0  48    0. 2003  0.6  48  2.6  48
 7 21  78  48  99 1996  71 1985  55  47  62 1979  49 1983 0.000  48  0.00 2003  0.00  48   0.0 2003   0.0  48    0. 2003  0.6  47  1.8  47
 7 22  78  47  89 1996  71 1987  55  46  60 2003  49 1987 0.003  48  0.14 1979  0.00  48   0.0 2003   0.0  48    0. 2003  0.4  46  1.7  46
 7 23  78  47  95 1954  72 1990  56  47  62 1988  50 1973 0.000  48  0.02 1986  0.00  48   0.0 2003   0.0  48    0. 2003  0.3  47  1.9  47
 7 24  77  46  87 1975  71 1991  56  47  62 1988  49 1963 0.000  48  0.01 1986  0.00  48   0.0 2003   0.0  48    0. 2003  0.6  46  1.8  46
 7 25  78  48  94 1974  69 1962  56  48  67 2002  49 1984 0.000  48  0.00 2003  0.00  48   0.0 2003   0.0  48    0. 2003  0.7  48  2.7  48
 7 26  79  48  96 1973  69 1962  56  48  65 1974  47 1955 0.000  48  0.00 2003  0.00  48   0.0 2003   0.0  48    0. 2003  0.8  48  2.6  48
 7 27  78  47  96 1963  69 1971  56  47  64 1974  46 1982 0.000  48  0.00 2003  0.00  48   0.0 2003   0.0  48    0. 2003  0.6  47  2.4  47
 7 28  77  47  91 1954  69 1960  56  46  63 1958  48 1955 0.000  48  0.00 2003  0.00  48   0.0 2003   0.0  48    0. 2003  0.7  46  2.0  46
 7 29  77  46 101 1954  69 1966  55  45  64 1958  43 1978 0.000  48  0.00 2003  0.00  48   0.0 2003   0.0  48    0. 2003  0.6  45  1.7  45
 7 30  77  47  98 1977  68 1985  55  46  62 1958  48 1983 0.000  48  0.00 2003  0.00  48   0.0 2003   0.0  48    0. 2003  1.0  46  1.8  46
 7 31  78  46 101 1977  68 1961  56  45  62 1980  42 1982 0.007  48  0.33 1966  0.00  48   0.0 2003   0.0  48    0. 2003  0.8  45  2.2  45
 8  1  78  46  94 1977  68 1962  55  46  63 2003  48 1982 0.000  46  0.00 2003  0.00  46   0.0 2003   0.0  46    0. 2003  0.9  46  2.3  46
 8  2  79  45  95 1975  70 1960  55  46  62 2003  46 1956 0.000  46  0.00 2003  0.00  46   0.0 2003   0.0  46    0. 2003  0.7  45  2.4  45
 8  3  78  46  94 1998  70 1961  55  46  62 1977  48 1964 0.000  46  0.00 2003  0.00  46   0.0 2003   0.0  46    0. 2003  0.6  46  2.3  46
 8  4  78  45 100 1998  70 1965  55  45  63 1998  44 1982 0.000  46  0.00 2003  0.00  46   0.0 2003   0.0  46    0. 2003  0.5  45  2.1  45
 8  5  78  45  97 1998  72 1991  54  45  62 1998  47 1954 0.000  46  0.00 2003  0.00  46   0.0 2003   0.0  46    0. 2003  0.6  45  1.7  45
 8  6  79  45  94 1998  69 1980  55  45  66 1961  50 1979 0.000  46  0.00 2003  0.00  46   0.0 2003   0.0  46    0. 2003  0.5  45  2.5  45
 8  7  81  45  96 1983  67 1980  56  46  66 1961  47 1975 0.001  46  0.03 1989  0.00  46   0.0 2003   0.0  46    0. 2003  0.3  45  3.3  45
 8  8  80  46  97 1984  70 1986  56  46  63 1971  50 1985 0.000  46  0.01 1959  0.00  46   0.0 2003   0.0  46    0. 2003  0.4  46  3.0  46
 8  9  79  46  94 1995  69 1986  56  46  63 1958  50 1976 0.000  46  0.02 1963  0.00  46   0.0 2003   0.0  46    0. 2003  0.5  46  2.9  46
 8 10  79  45  97 1970  70 1986  56  45  63 1959  51 1960 0.001  46  0.03 1963  0.00  46   0.0 2003   0.0  46    0. 2003  0.5  45  2.7  45
 8 11  78  46  92 1998  65 2001  56  46  63 1997  47 1982 0.000  46  0.00 2003  0.00  46   0.0 2003   0.0  46    0. 2003  0.7  46  2.3  46
 8 12  78  44  95 1959  69 1965  55  44  62 1961  48 1957 0.000  46  0.01 1965  0.00  46   0.0 2003   0.0  46    0. 2003  0.5  44  1.8  44
 8 13  78  45  97 1959  68 1988  55  45  61 1998  49 1963 0.003  46  0.12 1991  0.00  46   0.0 2003   0.0  46    0. 2003  0.7  45  2.3  45
 8 14  78  46  93 1996  66 1968  54  45  61 1998  49 1955 0.001  46  0.04 1968  0.00  46   0.0 2003   0.0  46    0. 2003  0.9  45  2.0  45
 8 15  78  46  91 1994  67 1987  55  46  62 1971  48 1954 0.005  46  0.22 1976  0.00  46   0.0 2003   0.0  46    0. 2003  0.9  46  1.8  46
 8 16  79  45  93 1960  69 1985  54  46  60 1998  49 1976 0.001  46  0.04 1976  0.00  46   0.0 2003   0.0  46    0. 2003  0.8  45  2.0  45
 8 17  79  45  89 1994  69 1991  55  45  61 1990  49 1957 0.000  46  0.00 2003  0.00  46   0.0 2003   0.0  46    0. 2003  0.6  45  1.9  45
 8 18  78  46  90 1988  69 1997  55  46  63 1958  49 1985 0.013  46  0.45 1975  0.00  46   0.0 2003   0.0  46    0. 2003  0.7  46  1.6  46
 8 19  77  44  90 1978  68 1975  55  44  64 1968  49 1964 0.010  46  0.39 1976  0.00  46   0.0 2003   0.0  46    0. 2003  0.8  44  1.5  44
 8 20  77  45  95 1995  67 1991  54  45  64 1961  47 1977 0.013  46  0.58 1997  0.00  46   0.0 2003   0.0  46    0. 2003  1.0  45  1.4  45
 8 21  77  45  90 1964  67 1970  54  45  63 1961  47 1959 0.000  46  0.00 2003  0.00  46   0.0 2003   0.0  46    0. 2003  1.2  45  1.8  45
 8 22  78  46  89 1974  68 1986  54  45  66 1971  46 1973 0.000  46  0.00 2003  0.00  46   0.0 2003   0.0  46    0. 2003  0.8  45  1.7  45
 8 23  78  46  89 1959  66 1970  54  46  62 1989  49 1978 0.000  46  0.00 2003  0.00  46   0.0 2003   0.0  46    0. 2003  0.8  46  1.7  46
 8 24  79  46  91 2003  68 1964  54  46  71 1959  47 1955 0.000  46  0.00 2003  0.00  46   0.0 2003   0.0  46    0. 2003  0.9  46  2.4  46
 8 25  79  46  90 2003  69 1990  54  46  64 1971  45 1963 0.000  46  0.01 1971  0.00  46   0.0 2003   0.0  46    0. 2003  0.7  46  1.8  46
 8 26  77  45  97 1988  69 1996  54  45  62 1971  46 1963 0.000  46  0.00 2003  0.00  46   0.0 2003   0.0  46    0. 2003  1.2  45  1.6  45
 8 27  78  45  89 1976  68 1955  54  45  63 1961  45 1960 0.000  46  0.01 1961  0.00  46   0.0 2003   0.0  46    0. 2003  1.0  45  1.6  45
 8 28  79  45  96 1962  68 1973  54  46  61 1954  48 1960 0.000  46  0.00 2003  0.00  46   0.0 2003   0.0  46    0. 2003  0.8  45  1.9  45
 8 29  79  46  96 1977  64 1955  54  46  61 1961  48 1975 0.000  46  0.00 2003  0.00  46   0.0 2003   0.0  46    0. 2003  0.9  46  2.2  46
 8 30  79  46 101 1968  69 1992  54  46  63 1958  45 1955 0.002  46  0.09 1992  0.00  46   0.0 2003   0.0  46    0. 2003  1.0  46  2.1  46
 8 31  79  46  94 1996  70 1974  54  46  65 1968  46 1969 0.005  46  0.12 1964  0.00  46   0.0 2003   0.0  46    0. 2003  0.6  46  1.7  46
 9  1  78  49  92 2002  65 1964  54  49  64 1958  48 1964 0.000  49  0.00 2003  0.00  49   0.0 2003   0.0  48    0. 2003  0.8  49  1.8  49
 9  2  79  47  95 1955  69 1959  54  47  62 1968  46 1964 0.000  49  0.00 2003  0.00  49   0.0 2003   0.0  49    0. 2003  0.7  47  1.9  47
 9  3  79  46  95 1955  68 1962  54  46  63 1968  45 1964 0.000  49  0.00 2003  0.00  49   0.0 2003   0.0  49    0. 2003  1.1  46  2.3  46
 9  4  78  47  93 1955  68 1993  54  47  61 2003  43 1954 0.000  49  0.00 2003  0.00  49   0.0 2003   0.0  49    0. 2003  1.0  47  1.7  47
 9  5  79  47  96 1971  69 1993  54  47  62 1971  45 1954 0.000  49  0.00 2003  0.00  49   0.0 2003   0.0  49    0. 2003  0.8  47  2.3  47
 9  6  79  49  96 1958  69 1993  54  49  62 1998  47 1973 0.000  49  0.00 2003  0.00  49   0.0 2003   0.0  49    0. 2003  0.9  49  2.2  49
 9  7  79  49 100 1958  67 1965  54  48  68 1958  47 1960 0.001  49  0.03 1969  0.00  49   0.0 2003   0.0  49    0. 2003  1.3  48  2.8  48
 9  8  80  48  99 1957  68 1962  53  48  64 1958  46 1978 0.000  49  0.02 1958  0.00  49   0.0 2003   0.0  49    0. 2003  1.2  48  2.5  48
 9  9  79  48  98 1984  64 1975  54  48  64 1984  46 1964 0.003  49  0.14 1985  0.00  49   0.0 2003   0.0  49    0. 2003  1.1  48  2.2  48
 9 10  78  47  95 1984  69 1993  54  47  63 1958  46 1964 0.001  49  0.04 1978  0.00  49   0.0 2003   0.0  49    0. 2003  1.5  47  2.2  47
 9 11  79  48  94 1983  68 1993  53  48  60 1976  46 1977 0.000  49  0.00 2003  0.00  49   0.0 2003   0.0  49    0. 2003  1.5  48  1.8  48
 9 12  78  49 103 1979  67 1989  53  49  64 1953  45 1993 0.000  49  0.00 2003  0.00  49   0.0 2003   0.0  49    0. 2003  1.7  49  2.1  49
 9 13  78  49 101 1979  68 1973  53  49  62 1953  45 1993 0.003  49  0.17 1963  0.00  49   0.0 2003   0.0  49    0. 2003  2.0  49  2.2  49
 9 14  77  49 103 1971  67 1991  53  49  64 1971  42 1970 0.000  49  0.00 2003  0.00  49   0.0 2003   0.0  49    0. 2003  2.2  49  1.8  49
 9 15  77  49 105 1971  69 1993  53  49  64 1971  44 1970 0.000  49  0.01 1997  0.00  49   0.0 2003   0.0  49    0. 2003  2.1  49  1.7  49
 9 16  77  47 102 1971  65 1993  53  48  61 1953  47 1970 0.001  49  0.02 1989  0.00  49   0.0 2003   0.0  49    0. 2003  1.8  47  1.5  47
 9 17  77  48  94 1968  62 1993  53  47  63 1984  45 1959 0.014  49  0.38 1989  0.00  49   0.0 2003   0.0  49    0. 2003  2.0  47  1.7  47
 9 18  77  48  95 1968  64 1993  52  48  64 1984  42 1993 0.017  49  0.52 1959  0.00  49   0.0 2003   0.0  49    0. 2003  2.0  48  1.5  48
 9 19  77  48  93 2002  64 1993  52  47  62 1959  42 1993 0.048  49  1.78 1959  0.00  49   0.0 2003   0.0  49    0. 2003  1.9  47  1.4  47
 9 20  78  49  95 1958  61 1976  51  49  63 1973  41 1965 0.001  49  0.04 1977  0.00  49   0.0 2003   0.0  49    0. 2003  2.1  49  1.8  49
 9 21  79  49  97 2003  68 1955  51  49  64 1983  43 1982 0.001  49  0.03 1983  0.00  49   0.0 2003   0.0  49    0. 2003  1.9  49  1.7  49
 9 22  79  49  96 2003  66 1993  51  49  64 1983  44 1993 0.000  49  0.01 1994  0.00  49   0.0 2003   0.0  49    0. 2003  1.7  49  1.5  49
 9 23  78  49  95 1956  63 1993  51  47  61 1994  44 1972 0.004  48  0.13 1990  0.00  49   0.0 2003   0.0  49    0. 2003  1.9  47  1.5  47
 9 24  78  47  94 1997  67 1987  52  46  59 2003  43 1993 0.014  49  0.39 1982  0.00  49   0.0 2003   0.0  49    0. 2003  1.8  46  1.4  46
 9 25  79  48  99 1954  66 1965  52  47  60 1997  43 1993 0.010  49  0.28 1982  0.00  49   0.0 2003   0.0  49    0. 2003  1.7  47  2.2  47
 9 26  78  49  95 1978  68 1988  53  48  62 1976  44 1993 0.011  49  0.39 1982  0.00  49   0.0 2003   0.0  49    0. 2003  1.6  48  1.8  48
 9 27  77  48  95 1963  64 1965  53  49  70 1957  43 1982 0.013  49  0.50 1972  0.00  49   0.0 2003   0.0  49    0. 2003  1.8  48  1.8  48
 9 28  77  48  95 1958  63 1998  52  48  62 1977  45 1986 0.008  49  0.32 1957  0.00  49   0.0 2003   0.0  49    0. 2003  2.1  48  1.4  48
 9 29  77  49  93 1966  66 1985  51  49  61 1957  41 1981 0.007  49  0.29 1976  0.00  49   0.0 2003   0.0  49    0. 2003  2.5  49  1.3  49
 9 30  77  46  95 1966  65 1985  51  46  59 1976  42 1954 0.029  49  0.94 1983  0.00  49   0.0 2003   0.0  49    0. 2003  2.8  46  1.4  46
10  1  76  48  91 1980  66 1998  51  48  60 1992  42 1982 0.011  49  0.52 1983  0.00  49   0.0 2003   0.0  48    0. 2003  2.5  48  1.0  48
10  2  76  48 100 1980  66 1998  51  48  60 1974  40 1982 0.012  49  0.37 1976  0.00  49   0.0 2003   0.0  49    0. 2003  2.6  48  1.0  48
10  3  75  48  94 1978  61 1989  50  46  58 1966  43 2002 0.008  49  0.26 1981  0.00  49   0.0 2003   0.0  49    0. 2003  3.4  46  0.6  46
10  4  76  49  93 1985  58 1993  50  49  57 1970  41 1955 0.000  49  0.02 1956  0.00  49   0.0 2003   0.0  49    0. 2003  3.2  49  0.9  49
10  5  76  49  94 1987  61 1993  50  49  61 1980  41 1969 0.008  49  0.29 1994  0.00  49   0.0 2003   0.0  49    0. 2003  3.0  49  0.9  49
10  6  76  49  98 1987  62 1993  50  47  65 1960  41 1982 0.000  49  0.01 1985  0.00  49   0.0 2003   0.0  49    0. 2003  3.1  47  1.1  47
10  7  76  47  91 1976  61 1993  50  47  60 1954  38 1982 0.004  48  0.19 1981  0.00  49   0.0 2003   0.0  49    0. 2003  3.4  47  1.0  47
10  8  75  47  95 1996  59 1973  50  46  61 2001  40 1968 0.024  48  1.10 1973  0.00  49   0.0 2003   0.0  49    0. 2003  3.6  46  0.8  46
10  9  76  48  97 1996  57 1973  49  48  64 1957  41 1961 0.015  48  0.45 1997  0.00  49   0.0 2003   0.0  49    0. 2003  3.4  48  0.9  48
10 10  75  48  91 1958  66 1993  49  46  57 1996  40 1985 0.041  48  0.70 1957  0.00  49   0.0 2003   0.0  49    0. 2003  3.5  46  0.5  46
10 11  75  48  91 1991  64 1971  50  47  58 1969  42 1973 0.067  48  1.39 1972  0.00  49   0.0 2003   0.0  49    0. 2003  3.5  47  0.6  47
10 12  74  48  86 1978  63 2000  48  47  60 1962  39 1981 0.009  48  0.29 1972  0.00  49   0.0 2003   0.0  49    0. 2003  4.2  47  0.2  47
10 13  75  49  90 1976  64 1988  49  49  60 1962  38 1981 0.041  49  1.86 1962  0.00  49   0.0 2003   0.0  49    0. 2003  4.2  49  0.6  49
10 14  75  47  95 1978  62 1970  48  47  60 1979  39 1981 0.033  49  0.85 1962  0.00  49   0.0 2003   0.0  49    0. 2003  4.4  47  0.7  47
10 15  75  45  95 1954  62 1962  48  45  63 1979  39 1981 0.016  49  0.29 1969  0.00  49   0.0 2003   0.0  49    0. 2003  4.4  44  0.6  44
10 16  73  49  92 1961  61 1971  48  47  58 1961  38 1981 0.012  49  0.26 1963  0.00  49   0.0 2003   0.0  49    0. 2003  5.4  47  0.5  47
10 17  73  49  95 1959  61 1972  47  48  55 1988  39 1981 0.034  49  0.75 1984  0.00  49   0.0 2003   0.0  49    0. 2003  5.7  48  0.6  48
10 18  74  49  90 1988  63 1984  47  49  56 1959  35 1971 0.002  49  0.08 1953  0.00  49   0.0 2003   0.0  49    0. 2003  5.1  49  0.3  49
10 19  73  48  83 1995  64 1996  47  48  55 1990  40 1993 0.006  49  0.13 1979  0.00  49   0.0 2003   0.0  49    0. 2003  5.3  48  0.0  48
10 20  72  48  88 1964  62 1985  48  48  57 1963  40 1996 0.009  49  0.26 1970  0.00  49   0.0 2003   0.0  49    0. 2003  5.5  48  0.1  48
10 21  71  47  89 1991  57 1961  47  47  58 1973  40 1996 0.018  49  0.78 1985  0.00  49   0.0 2003   0.0  49    0. 2003  6.2  47  0.3  47
10 22  71  46  84 1964  61 1985  47  47  58 1989  36 1961 0.008  49  0.26 1989  0.00  49   0.0 2003   0.0  49    0. 2003  6.3  46  0.0  46
10 23  71  46  89 1959  60 2002  47  47  60 1989  35 1961 0.030  48  0.83 1973  0.00  49   0.0 2003   0.0  49    0. 2003  6.2  46  0.3  46
10 24  71  48  88 1965  57 1962  47  49  56 1986  37 1956 0.031  49  0.48 1989  0.00  49   0.0 2003   0.0  49    0. 2003  6.4  48  0.2  48
10 25  71  47  87 1965  60 1964  47  48  61 1957  38 1971 0.032  49  0.79 1979  0.00  49   0.0 2003   0.0  49    0. 2003  6.1  47  0.1  47
10 26  70  47  89 2003  59 1964  47  48  60 1959  36 1954 0.049  49  0.88 1991  0.00  49   0.0 2003   0.0  49    0. 2003  6.7  47  0.1  47
10 27  70  48  89 2003  58 2000  46  49  56 2001  39 1955 0.007  49  0.12 1975  0.00  49   0.0 2003   0.0  49    0. 2003  7.4  48  0.1  48
10 28  70  47  88 2003  60 1971  46  47  59 1964  37 1970 0.052  49  1.07 1981  0.00  49   0.0 2003   0.0  49    0. 2003  7.6  46  0.1  46
10 29  69  47  90 2003  57 1971  45  48  57 1987  36 1971 0.040  49  0.61 1964  0.00  49   0.0 2003   0.0  49    0. 2003  8.3  47  0.1  47
10 30  69  47  85 1955  60 1971  45  48  56 2001  34 1971 0.035  49  0.90 1992  0.00  49   0.0 2003   0.0  49    0. 2003  7.9  47  0.0  47
10 31  69  46  83 1967  54 1996  44  47  58 1983  36 1982 0.019  49  0.29 1956  0.00  49   0.0 2003   0.0  49    0. 2003  8.8  46  0.0  46
11  1  69  49  81 1967  58 1974  45  50  58 1983  35 1971 0.005  48  0.14 1964  0.00  51   0.0 2003   0.0  51    0. 2003  8.5  49  0.0  49
11  2  69  50  87 1967  58 1964  45  51  54 1954  36 2003 0.002  48  0.03 1983  0.00  51   0.0 2003   0.0  51    0. 2003  8.6  50  0.0  50
11  3  69  50  87 1967  60 2003  44  51  54 1968  35 2003 0.002  48  0.06 1984  0.00  51   0.0 2003   0.0  51    0. 2003  9.0  50  0.1  50
11  4  69  48  80 1976  58 1962  45  49  58 1988  34 1973 0.045  48  0.62 1972  0.00  51   0.0 2003   0.0  51    0. 2003  8.5  48  0.0  48
11  5  68  48  82 1980  59 1996  45  48  56 1970  37 1959 0.021  48  0.25 1970  0.00  51   0.0 2003   0.0  51    0. 2003  8.8  47  0.0  47
11  6  68  48  80 1997  56 1969  44  48  54 1970  35 1957 0.077  47  1.45 1973  0.00  51   0.0 2003   0.0  51    0. 2003  8.9  47  0.0  47
11  7  68  50  80 1955  56 1994  44  50  58 1973  15 2003 0.054  49  0.53 1994  0.00  51   0.0 2003   0.0  51    0. 2003  9.2  49  0.0  49
11  8  68  49  89 1955  59 1969  45  50  59 1954  35 1983 0.034  48  0.96 1984  0.00  51   0.0 2003   0.0  51    0. 2003  8.8  49  0.1  49
11  9  67  49  85 1955  59 1982  44  51  56 1954  33 1986 0.028  49  0.89 1964  0.00  51   0.0 2003   0.0  51    0. 2003  9.6  49  0.0  49
11 10  67  50  86 1955  47 1982  45  51  58 1973  33 1978 0.126  50  1.02 2001  0.00  51   0.0 2003   0.0  51    0. 2003  9.4  50  0.0  50
11 11  66  48  89 1955  54 1964  44  49  57 1973  32 1992 0.079  50  1.55 1972  0.00  51   0.0 2003   0.0  51    0. 2003 10.2  48  0.0  48
11 12  66  48  75 1996  50 1985  44  49  57 1984  32 1978 0.060  50  0.84 1973  0.00  51   0.0 2003   0.0  51    0. 2003 10.4  48  0.0  48
11 13  65  48  77 1990  53 1993  44  49  58 1981  31 1985 0.070  50  1.15 1984  0.00  51   0.0 2003   0.0  51    0. 2003 11.2  48  0.0  48
11 14  64  48  81 1995  45 1955  43  50  56 1963  32 1982 0.160  50  1.88 1981  0.00  51   0.0 2003   0.0  51    0. 2003 11.9  48  0.0  48
11 15  62  50  72 1979  49 1964  43  51  58 1954  31 1978 0.060  50  0.76 1972  0.00  51   0.0 2003   0.0  51    0. 2003 12.4  50  0.0  50
11 16  63  50  72 1970  50 1964  43  51  58 1981  29 1993 0.071  50  0.95 1972  0.00  51   0.0 2003   0.0  51    0. 2003 12.5  50  0.0  50
11 17  63  50  75 1967  51 1964  42  51  55 1965  27 1961 0.106  50  1.40 1996  0.00  51   0.0 2003   0.0  51    0. 2003 12.9  50  0.0  50
11 18  62  50  75 1989  52 1964  42  50  54 1995  28 1964 0.058  50  0.94 1982  0.00  51   0.0 2003   0.0  51    0. 2003 12.9  50  0.0  50
11 19  63  50  73 1989  52 1982  42  50  54 1968  28 1964 0.039  50  0.79 1982  0.00  51   0.0 2003   0.0  51    0. 2003 13.0  50  0.0  50
11 20  63  49  75 1989  54 1964  41  49  56 1981  29 1964 0.104  49  1.70 1961  0.00  51   0.0 2003   0.0  51    0. 2003 13.3  49  0.0  49
11 21  62  51  71 1989  53 1985  41  51  57 2001  30 1979 0.037  49  0.28 1987  0.00  51   0.0 2003   0.0  51    0. 2003 13.5  51  0.0  51
11 22  61  50  74 1959  50 1993  41  50  56 1996  30 1979 0.038  49  0.55 1977  0.00  51   0.0 2003   0.0  51    0. 2003 14.4  50  0.0  50
11 23  61  50  79 1959  50 1973  39  49  54 1953  30 1979 0.037  48  0.59 1988  0.00  51   0.0 2003   0.0  51    0. 2003 15.0  49  0.0  49
11 24  62  49  76 1959  50 1993  41  49  55 1953  28 1993 0.053  49  0.72 1965  0.00  51   0.0 2003   0.0  51    0. 2003 13.7  49  0.0  49
11 25  62  49  76 1959  48 1984  41  51  55 1961  26 1993 0.056  50  0.79 1970  0.00  51   0.0 2003   0.0  51    0. 2003 13.8  49  0.0  49
11 26  63  50  77 1975  53 1993  40  50  52 1999  29 1993 0.110  50  1.50 1997  0.00  51   0.0 2003   0.0  51    0. 2003 13.7  50  0.0  50
