"MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Alley","Lot.Shape","Land.Contour","Utilities","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Yr.Blt","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Pool.QC","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice"
20,"RL",82,9488,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,6,1947,1993,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1046,1046,"GasA","Gd","N","SBrkr",1054,0,0,1054,0,0,1,0,3,1,"TA",6,"Typ",0,None,"Detchd",1947,"Unf",1,240,"TA","TA","Y",0,60,122,0,0,0,None,None,None,0,9,2008,"WD ","Abnorml",124000
190,"C (all)",75,8250,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Feedr","Norm","2fmCon","2Story",5,6,1895,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,957,957,"GasA","Fa","N","SBrkr",1034,957,0,1991,0,0,2,0,4,2,"TA",9,"Typ",0,None,None,None,None,0,0,None,None,"N",0,0,133,0,0,0,None,None,None,0,6,2007,"WD ","Normal",119600
20,"RL",107,14450,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2006,2007,"Gable","CompShg","CemntBd","CmentBd","BrkFace",315,"Ex","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",0,2121,2121,"GasA","Ex","Y","SBrkr",2121,0,0,2121,0,0,2,1,3,1,"Ex",8,"Typ",1,"Ex","Attchd",2007,"Fin",3,732,"TA","TA","Y",124,98,0,0,142,0,None,None,None,0,5,2007,"New","Partial",415298
50,"RL",82,14235,"Pave",None,"IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1.5Fin",6,8,1900,1993,"Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","PConc","Fa","Gd","No","Unf",0,"Unf",0,676,676,"GasA","TA","Y","SBrkr",831,614,0,1445,0,0,2,0,3,1,"TA",6,"Typ",0,None,"Detchd",1957,"Unf",2,484,"TA","TA","N",0,59,0,0,0,0,None,None,None,0,3,2010,"WD ","Normal",138500
30,"RL",None,7890,"Pave",None,"Reg","Lvl","AllPub","Corner","Gtl","SWISU","Norm","Norm","1Fam","1Story",6,6,1939,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",238,"Unf",0,618,856,"GasA","TA","Y","SBrkr",856,0,0,856,1,0,1,0,2,1,"TA",4,"Typ",1,"Gd","Detchd",1939,"Unf",2,399,"TA","TA","Y",0,0,0,0,166,0,None,None,None,0,3,2010,"WD ","Normal",126000
160,"RM",41,2665,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story",5,6,1977,1977,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",0,264,264,"GasA","TA","Y","SBrkr",616,688,0,1304,0,0,1,1,3,1,"TA",5,"Typ",1,"TA","BuiltIn",1977,"RFn",1,336,"TA","TA","Y",141,0,0,0,0,0,None,None,None,0,5,2006,"WD ","Normal",104500
20,"RL",60,7200,"Pave",None,"Reg","Lvl","AllPub","Corner","Gtl","Nonemes","Norm","Norm","1Fam","1Story",5,7,1952,1952,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","Gd","No","ALQ",630,"BLQ",102,0,732,"GasA","TA","Y","SBrkr",732,0,0,732,1,0,1,0,2,1,"TA",4,"Typ",0,None,"Detchd",1952,"Unf",1,240,"TA","TA","Y",0,68,0,0,0,0,None,None,None,0,9,2009,"WD ","Normal",118900
20,"RL",57,9245,"Pave",None,"IR2","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,5,1994,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",686,"Unf",0,304,990,"GasA","Ex","Y","SBrkr",990,0,0,990,0,1,1,0,3,1,"TA",5,"Typ",0,None,"Detchd",1996,"Unf",2,672,"TA","TA","Y",0,0,0,0,0,0,None,None,None,0,2,2008,"WD ","Normal",145000
120,"RM",44,3843,"Pave",None,"IR1","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","TwnhsE","1Story",8,5,2007,2008,"Hip","CompShg","CemntBd","CmentBd","Stone",174,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1476,"Unf",0,120,1596,"GasA","Ex","Y","SBrkr",1648,0,0,1648,1,1,2,0,2,1,"Ex",5,"Typ",1,"Gd","Attchd",2007,"Fin",2,482,"TA","TA","Y",162,53,0,153,0,0,None,None,None,0,6,2009,"New","Partial",230000
20,"RL",80,10400,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,6,1970,1970,"Hip","CompShg","Plywood","Plywood","BrkFace",288,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,1304,1304,"GasA","Gd","Y","SBrkr",1682,0,0,1682,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Attchd",1970,"Unf",2,530,"TA","TA","Y",98,0,0,0,0,0,None,"MnPrv",None,0,5,2008,"WD ","Normal",174000
60,"RL",72,13426,"Pave",None,"IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1999,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Mn","GLQ",894,"Unf",0,57,951,"GasA","Ex","Y","SBrkr",951,828,0,1779,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1999,"Fin",2,586,"TA","TA","Y",208,107,0,0,0,0,None,None,None,0,9,2006,"WD ","Normal",217000
60,"RL",90,10800,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,7,1974,1997,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",956,"Rec",182,384,1522,"GasA","TA","Y","SBrkr",1548,1066,0,2614,0,0,2,1,4,1,"TA",9,"Typ",1,"TA","Attchd",1974,"RFn",2,624,"TA","TA","Y",38,243,0,0,0,0,None,None,None,0,6,2008,"WD ","Normal",240000
70,"RL",113,21281,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Nonemes","Norm","Norm","1Fam","2Story",5,4,1935,2007,"Gable","CompShg","Wd Sdng","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,666,666,"GasA","Gd","Y","SBrkr",1308,1778,0,3086,0,0,3,1,4,1,"Gd",9,"Min1",0,None,"BuiltIn",2007,"Unf",3,1200,"TA","TA","Y",0,208,290,0,156,0,None,None,None,0,11,2007,"WD ","Family",301600
20,"RM",69,5805,"Pave","Grvl","Reg","Bnk","AllPub","Inside","Mod","OldTown","Norm","Norm","1Fam","1Story",5,7,1957,1957,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Mn","BLQ",274,"Rec",1073,0,1347,"GasA","Gd","Y","SBrkr",1347,0,0,1347,1,1,1,0,3,1,"Gd",6,"Typ",0,None,"Detchd",1957,"Unf",2,551,"TA","TA","Y",0,0,0,0,0,0,None,None,None,0,6,2010,"WD ","Normal",143000
30,"RM",50,5784,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1Story",5,8,1938,1996,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,190,190,"GasA","Gd","Y","FuseA",886,0,0,886,0,0,1,0,2,1,"TA",4,"Typ",0,None,"Attchd",1938,"Unf",1,273,"TA","TA","Y",144,20,80,0,0,0,None,None,None,0,12,2009,"WD ","Normal",91300
120,"RM",32,4500,"Pave",None,"Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Norm","Norm","TwnhsE","1Story",6,5,1998,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",443,"TA","Gd","PConc","Ex","Gd","No","GLQ",1201,"Unf",0,36,1237,"GasA","Ex","Y","SBrkr",1337,0,0,1337,1,0,2,0,2,1,"TA",5,"Typ",0,None,"Attchd",1998,"Fin",2,405,"TA","TA","Y",0,199,0,0,0,0,None,None,None,0,3,2006,"WD ","Normal",153500
50,"RM",60,4800,"Pave",None,"Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",4,5,1900,1954,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",771,"TA","TA","PConc","TA","TA","No","ALQ",48,"Unf",0,661,709,"GasA","TA","Y","SBrkr",1157,687,0,1844,1,0,1,0,3,1,"TA",9,"Min2",2,"Gd","Basment",1900,"Unf",1,240,"TA","TA","Y",84,0,0,0,0,0,None,None,None,0,1,2010,"COD","Abnorml",80400
20,"RL",99,11851,"Pave",None,"Reg","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","1Story",7,5,1990,1990,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1424,1424,"GasA","Ex","Y","SBrkr",1442,0,0,1442,0,0,2,0,3,1,"TA",5,"Typ",0,None,"Attchd",1990,"RFn",2,500,"TA","TA","Y",0,34,0,508,0,0,None,None,None,0,5,2009,"WD ","Normal",180500
20,"RL",77,9320,"Pave",None,"IR1","Lvl","AllPub","Inside","Gtl","Nonemes","Norm","Norm","1Fam","1Story",4,5,1959,1959,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",569,"Unf",0,381,950,"GasA","Fa","Y","SBrkr",1225,0,0,1225,1,0,1,1,3,1,"TA",6,"Typ",0,None,None,None,None,0,0,None,None,"Y",352,0,0,0,0,0,None,None,"Shed",400,1,2010,"WD ","Normal",128950
120,"RM",44,3842,"Pave",None,"IR1","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","TwnhsE","1Story",8,5,2004,2005,"Hip","CompShg","CemntBd","CmentBd","Stone",174,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1373,"Unf",0,221,1594,"GasA","Ex","Y","SBrkr",1646,0,0,1646,1,1,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd",2004,"Fin",2,482,"TA","TA","Y",128,53,0,0,155,0,None,None,None,0,1,2008,"WD ","Normal",275000
120,"RM",35,3907,"Pave",None,"IR1","HLS","AllPub","Inside","Mod","Blueste","Norm","Norm","TwnhsE","1Story",8,5,1989,1989,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","CBlock","Gd","TA","Av","GLQ",76,"Unf",0,1115,1191,"GasA","Gd","Y","SBrkr",1191,0,0,1191,0,0,2,0,2,1,"Gd",5,"Typ",1,"TA","Attchd",1989,"Unf",2,531,"TA","TA","Y",112,81,0,0,0,0,None,None,None,0,3,2010,"WD ","Normal",162500
50,"RL",50,7500,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Nonemes","Norm","Norm","1Fam","1.5Fin",6,6,1947,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,784,784,"GasA","Ex","Y","FuseA",900,412,0,1312,0,0,1,1,3,1,"TA",6,"Typ",0,None,"Detchd",1953,"Unf",2,649,"TA","TA","Y",0,28,0,0,0,0,None,None,None,0,10,2006,"WD ","Normal",127000
50,"RM",63,5000,"Pave",None,"Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,4,1900,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,540,540,"GasA","Gd","N","FuseA",889,551,0,1440,0,0,1,0,3,1,"TA",6,"Typ",0,None,"Attchd",1940,"Unf",1,352,"Fa","TA","Y",0,0,77,0,0,0,None,None,None,0,4,2006,"WD ","Normal",79000
160,"RM",24,2522,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","Twnhs","2Story",6,5,2004,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",50,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,970,970,"GasA","Ex","Y","SBrkr",970,739,0,1709,0,0,2,0,3,1,"Gd",7,"Maj1",0,None,"Detchd",2004,"Unf",2,380,"TA","TA","Y",0,40,0,0,0,0,None,None,None,0,4,2006,"WD ","Normal",130000
20,"RL",70,7903,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Nonemes","Norm","Norm","1Fam","1Story",5,5,1960,1960,"Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Rec",739,"Unf",0,503,1242,"GasA","Gd","Y","FuseA",1242,0,0,1242,1,0,1,1,3,1,"TA",6,"Typ",0,None,"Attchd",1960,"RFn",1,324,"TA","TA","Y",0,0,0,0,0,0,None,None,None,0,5,2007,"WD ","Family",152000
85,"RL",None,9927,"Pave",None,"IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","SFoyer",7,5,1976,1976,"Gable","CompShg","VinylSd","Wd Shng","Stone",252,"Gd","TA","CBlock","Ex","TA","Gd","GLQ",1005,"Unf",0,42,1047,"GasA","TA","Y","SBrkr",1083,0,0,1083,1,0,1,0,2,1,"TA",5,"Typ",1,"Fa","Attchd",1976,"RFn",2,596,"TA","TA","Y",444,0,40,0,0,0,None,None,None,0,7,2006,"WD ","Normal",172000
70,"RM",60,10560,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",6,7,1922,1994,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Fa","TA","No","Rec",283,"Unf",0,455,738,"GasA","Ex","Y","SBrkr",868,602,0,1470,0,0,1,1,2,1,"TA",6,"Min1",0,None,"Detchd",1970,"Unf",2,624,"TA","TA","Y",0,0,0,0,0,0,None,None,None,0,6,2010,"WD ","Normal",140750
20,"RL",68,9768,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Nonemes","Norm","Norm","1Fam","1Story",5,5,1955,1955,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",100,"ALQ",247,613,960,"GasA","Gd","Y","SBrkr",960,0,0,960,1,0,1,0,2,1,"TA",5,"Typ",0,None,"Attchd",1955,"RFn",1,330,"TA","TA","Y",0,70,0,0,0,0,None,"MnPrv",None,0,2,2009,"WD ","Normal",122000
20,"RL",75,9000,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Feedr","Norm","1Fam","1Story",6,5,1969,1969,"Gable","CompShg","HdBoard","HdBoard","BrkFace",200,"TA","TA","CBlock","TA","TA","Av","BLQ",955,"Unf",0,261,1216,"GasA","TA","Y","SBrkr",1216,0,0,1216,1,0,1,0,3,1,"TA",5,"Typ",0,None,"Attchd",1969,"Unf",1,336,"TA","TA","Y",0,0,0,0,0,0,None,"MnPrv",None,0,8,2009,"WD ","Abnorml",113000
80,"RL",72,7200,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","SLvl",6,6,1976,1976,"Hip","CompShg","MetalSd","MetalSd","BrkFace",255,"TA","TA","CBlock","TA","TA","Av","ALQ",631,"Unf",0,410,1041,"GasA","Ex","Y","SBrkr",1125,0,0,1125,1,0,1,0,3,1,"TA",6,"Typ",1,"Fa","Detchd",1977,"Unf",1,352,"TA","TA","Y",296,0,0,0,0,0,None,"GdWo",None,0,10,2009,"WD ","Abnorml",125000
20,"RL",None,11200,"Pave",None,"IR1","Lvl","AllPub","CulDSac","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,3,1964,1964,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Fa","CBlock","TA","TA","Mn","Unf",0,"Unf",0,1250,1250,"GasA","Ex","Y","SBrkr",1298,0,0,1298,0,0,2,0,3,1,"TA",5,"Typ",0,None,"Detchd",1964,"Unf",2,504,"TA","Fa","N",0,144,0,0,0,0,None,None,None,0,6,2010,"COD","Normal",114000
30,"RM",61,8534,"Pave",None,"Reg","Low","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",4,4,1925,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,432,432,"GasA","TA","N","FuseA",672,0,0,672,0,0,1,0,2,1,"TA",4,"Min1",0,None,None,None,None,0,0,None,None,"N",0,0,112,0,0,0,None,"GdWo",None,0,6,2006,"WD ","Normal",72000
60,"RL",80,10400,"Pave",None,"Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,866,866,"GasA","Ex","Y","SBrkr",866,913,0,1779,0,0,2,1,3,1,"Gd",6,"Typ",0,None,"Attchd",1998,"RFn",2,546,"TA","TA","Y",198,36,0,0,0,0,None,None,None,0,3,2009,"WD ","Normal",197900
50,"C (all)",60,8520,"Grvl",None,"Reg","Bnk","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",3,5,1916,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","Fa","Fa","No","Unf",0,"Unf",0,216,216,"GasA","Fa","N","SBrkr",576,360,0,936,0,0,1,0,2,1,"TA",6,"Typ",0,None,None,None,None,0,0,None,None,"N",0,0,0,0,0,0,None,None,None,0,4,2006,"WD ","Normal",78000
20,"RL",68,10265,"Pave",None,"IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,1967,2005,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Fa","CBlock","TA","TA","No","ALQ",758,"Unf",0,234,992,"GasA","Ex","Y","SBrkr",992,0,0,992,1,0,1,0,3,1,"Gd",6,"Typ",0,None,"Attchd",1967,"RFn",1,294,"TA","TA","Y",204,0,0,0,0,0,None,"MnPrv","Shed",600,7,2008,"WD ","Normal",145000
80,"RL",85,19645,"Pave",None,"IR1","Lvl","AllPub","FR2","Gtl","Crawfor","Norm","Norm","1Fam","SLvl",7,6,1994,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",44,"TA","TA","PConc","Gd","TA","No","GLQ",343,"Unf",0,80,423,"GasA","Ex","Y","SBrkr",896,756,0,1652,1,0,2,1,3,1,"Gd",6,"Typ",0,None,"BuiltIn",1994,"RFn",2,473,"TA","TA","Y",0,0,0,0,0,0,None,None,None,0,6,2010,"WD ","Normal",203135
80,"RL",61,9734,"Pave",None,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","SLvl",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Mn","GLQ",241,"Rec",113,30,384,"GasA","Ex","Y","SBrkr",744,630,0,1374,0,0,2,1,3,1,"Gd",7,"Typ",0,None,"BuiltIn",2004,"Fin",2,400,"TA","TA","Y",0,0,0,0,0,0,None,None,None,0,5,2009,"WD ","Normal",167000
60,"RL",96,12474,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",10,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",272,"Ex","TA","PConc","Ex","TA","Av","GLQ",1280,"Unf",0,402,1682,"GasA","Ex","Y","SBrkr",1742,590,0,2332,1,0,2,1,3,1,"Ex",9,"Typ",1,"Ex","BuiltIn",2008,"Fin",3,846,"TA","TA","Y",196,134,0,0,0,0,None,None,None,0,8,2008,"New","Partial",426000
20,"RL",49,20896,"Pave",None,"IR2","Lvl","AllPub","CulDSac","Gtl","Somerst","RRAn","Norm","1Fam","1Story",8,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","Mn","GLQ",1721,"Unf",0,356,2077,"GasA","Ex","Y","SBrkr",2097,0,0,2097,1,0,1,1,1,1,"Ex",8,"Typ",1,"Ex","Attchd",2005,"Fin",3,1134,"TA","TA","Y",192,267,0,0,0,0,None,None,None,0,1,2006,"New","Partial",423000
50,"RL",82,12375,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1.5Fin",5,5,1951,1951,"Gable","CompShg","HdBoard","HdBoard","Stone",41,"TA","Fa","CBlock","TA","TA","No","BLQ",329,"Unf",0,477,806,"GasA","TA","Y","SBrkr",1081,341,0,1422,1,0,1,0,3,1,"TA",7,"Typ",1,"TA","Detchd",1951,"Unf",1,288,"TA","TA","Y",0,0,0,0,0,0,None,"GdWo",None,0,6,2006,"WD ","Normal",137500
60,"RL",118,35760,"Pave",None,"IR1","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",10,5,1995,1996,"Hip","CompShg","HdBoard","HdBoard","BrkFace",1378,"Gd","Gd","PConc","Ex","TA","Gd","GLQ",1387,"Unf",0,543,1930,"GasA","Ex","Y","SBrkr",1831,1796,0,3627,1,0,3,1,4,1,"Gd",10,"Typ",1,"TA","Attchd",1995,"Fin",3,807,"TA","TA","Y",361,76,0,0,0,0,None,None,None,0,7,2006,"WD ","Normal",625000
60,"RL",130,40094,"Pave",None,"IR1","Bnk","AllPub","Inside","Gtl","Edwards","PosN","PosN","1Fam","2Story",10,5,2007,2008,"Hip","CompShg","CemntBd","CmentBd","Stone",762,"Ex","TA","PConc","Ex","TA","Gd","GLQ",2260,"Unf",0,878,3138,"GasA","Ex","Y","SBrkr",3138,1538,0,4676,1,0,3,1,3,1,"Ex",11,"Typ",1,"Gd","BuiltIn",2007,"Fin",3,884,"TA","TA","Y",208,406,0,0,0,0,None,None,None,0,10,2007,"New","Partial",184750
30,"RL",60,8400,"Pave",None,"Reg","Bnk","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1Story",2,5,1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","Fa","No","Rec",290,"Unf",0,0,290,"GasA","TA","N","FuseF",438,0,0,438,0,0,1,0,1,1,"Fa",3,"Typ",0,None,"Detchd",1930,"Unf",1,246,"TA","TA","N",0,0,0,0,0,0,None,None,None,0,1,2009,"WD ","Normal",60000
20,"RL",80,10000,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",166,"Gd","TA","PConc","Gd","TA","No","GLQ",585,"Unf",0,856,1441,"GasA","Ex","Y","SBrkr",1392,0,0,1392,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2002,"Fin",3,650,"TA","TA","Y",168,49,0,0,0,0,None,None,None,0,12,2007,"WD ","Normal",215000
20,"RL",53,3710,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","1Fam","1Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",16,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1266,1266,"GasA","Ex","Y","SBrkr",1266,0,0,1266,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2007,"Fin",2,388,"TA","TA","Y",100,16,0,0,0,0,None,None,None,0,8,2007,"New","Partial",185485
50,"RL",80,17120,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","ClearCr","Feedr","Norm","1Fam","1.5Fin",4,4,1959,1959,"Gable","CompShg","WdShing","Plywood","None",0,"TA","TA","CBlock",None,None,None,None,0,None,0,0,0,"GasA","TA","Y","SBrkr",1120,468,0,1588,0,0,2,0,4,1,"TA",7,"Min2",1,"Gd","Detchd",1991,"Fin",2,680,"TA","TA","N",0,59,0,0,0,0,None,None,None,0,7,2008,"WD ","Normal",134432
60,"RL",69,7590,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","Nonemes","PosN","Norm","1Fam","2Story",6,5,1966,1966,"Gable","CompShg","VinylSd","VinylSd","BrkFace",266,"TA","TA","CBlock","TA","TA","No","BLQ",512,"Unf",0,148,660,"GasA","TA","Y","SBrkr",660,688,0,1348,0,0,1,1,3,1,"TA",6,"Typ",1,"Fa","Attchd",1966,"RFn",2,453,"TA","TA","Y",188,108,0,0,0,0,None,None,None,0,7,2006,"WD ","Normal",155000
160,"RM",24,2160,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","TwnhsE","2Story",5,6,1973,1973,"Gable","CompShg","HdBoard","HdBoard","BrkFace",200,"TA","TA","CBlock","TA","TA","No","LwQ",402,"Unf",0,363,765,"GasA","Gd","Y","SBrkr",765,600,0,1365,0,0,1,1,3,1,"Gd",7,"Min1",1,"Fa","Attchd",1973,"Unf",2,440,"TA","TA","Y",0,36,0,0,0,0,None,None,None,0,6,2006,"WD ","Normal",125500
160,"RM",21,1533,"Pave",None,"Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story",4,5,1970,1970,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",408,"Unf",0,138,546,"GasA","TA","Y","SBrkr",546,546,0,1092,0,0,1,1,3,1,"TA",5,"Typ",0,None,"CarPort",1970,"Unf",1,286,"TA","TA","Y",0,0,0,0,0,0,None,None,None,0,12,2006,"WD ","Abnorml",87550
120,"RM",44,3811,"Pave",None,"IR1","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","TwnhsE","1Story",7,5,2004,2005,"Hip","CompShg","CemntBd","CmentBd","Stone",174,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1474,"Unf",0,120,1594,"GasA","Ex","Y","SBrkr",1646,0,0,1646,1,1,2,0,2,1,"Ex",5,"Typ",1,"Gd","Attchd",2004,"Fin",2,482,"TA","TA","Y",128,53,0,0,155,0,None,None,None,0,7,2008,"WD ","Normal",250000
