v1,v2,v3,v4,v5,y
0,0,0,0,-1.5887616762440964,-0.028626917200020023
-1,0,1,0,-0.45544661286199944,0.009589270304429437
0,0,0,-1,-2.1569699787696028,-0.17290884411059346
0,0,-1,0,0.69770661270231171,-0.027651858690468559
0,0,-1,0,1.6453252394866011,0.18443218685392659
0,0,1,0,2.1310953161647084,0.12577965922787354
0,-1,0,0,1.4145369037458835,-0.097084868075634156
0,0,0,0,0.92392607776596614,0.10627531691572634
1,-1,1,0,0.27250278330229788,-0.23802824594572008
0,0,0,0,-0.32287201714504588,0.030483064061224582
-1,0,0,0,-0.54913325321606976,0.19478800052788778
0,0,1,0,-0.14204384458475461,-0.016646120003494923
1,1,0,0,0.16846838218832894,0.10839282250426988
0,0,0,0,-0.76615814073918564,0.016069127900028408
0,1,1,0,-0.15090096614239973,0.36396485540393975
0,-2,0,0,-0.26623501936584437,-0.34634891733430756
0,0,0,0,-1.42413592013237,-0.094474023727106296
0,-1,0,0,0.12304349466063212,-0.29309113740036469
0,-1,1,-1,-2.3275639434810529,-0.25631346127363591
0,0,0,1,0.99723680881579135,0.011736759562470842
0,1,0,0,0.85567504894496982,0.11572819637807966
0,0,-1,2,0.65462367355119189,0.034711485077968091
0,0,0,0,1.6393486680732579,0.14231553153885362
-1,0,0,1,-0.24652519736508033,0.069724686346702494
0,-3,0,0,0.76266770380050175,-0.47914286268337575
-1,-1,0,0,-0.53004962375225573,-0.14360370362706837
0,1,0,0,1.854941991714014,0.19255382024856527
0,1,-1,0,1.239218490375309,0.24140945158114818
0,0,0,0,0.86125809548971621,-0.19922127635531012
0,0,0,0,1.2760375811701552,-0.071767944266758213
0,1,1,-1,-0.50798954728545587,0.21072857899761849
0,0,0,0,0.61728601937008576,-0.047819246300218748
1,-1,-1,0,0.78051168240154456,-0.42477911649391065
0,-1,-1,-1,-0.72003254131677463,-0.3021070329265651
-1,0,0,0,-0.42314281327907832,-0.0080636130849694315
1,-1,0,1,1.4229870661209512,-0.24393600252236672
0,0,0,0,2.0259815167969304,0.14645268957162985
0,0,0,0,2.4585364904260403,0.26992261846324317
1,-1,0,1,-0.64654873430054849,-0.31316387820089692
-1,0,-1,0,0.61384952691394357,0.10826276605298057
0,0,0,0,0.18733145127395703,-0.015283955319054632
-1,0,0,1,1.1818666696780085,0.1960050112392856
0,2,0,0,0.60157911476332837,0.29540441661949057
0,0,1,0,0.85999518127325258,0.14995470804897001
1,0,2,-1,-0.25242499716842354,0.17770537496237471
0,1,1,1,-2.2131433318159495,0.15474641818294493
1,0,0,0,0.5819966383724885,-0.22352586879953765
0,-2,0,1,-0.52959813893723628,-0.5701661723308229
0,0,0,0,1.6532583410693786,0.10856852375463712
0,-1,0,-1,0.76896273706259466,-0.0639227605012542
-1,1,0,0,1.6534089670755223,0.42265427990291016
0,1,0,1,-0.4762783390529679,0.19707614483234576
1,0,0,0,0.58634672964030909,-0.0053341874926876335
-1,1,0,0,0.73052614296812102,0.32464257975406663
1,1,0,0,0.050636436122420449,0.10626718278818423
0,0,-1,0,-0.87175191758273396,-0.061215712045549424
-2,1,0,0,0.08480852707402807,0.45016996204802351
0,0,0,0,-0.80509430977306573,-0.25785299561115449
0,-1,2,0,-1.1966335212673547,-0.23282689455352457
0,0,0,0,-1.6693107538767107,0.09176239925358437
1,0,0,0,0.81962443927949546,-0.041165607777407486
0,1,0,0,-0.22044327375293624,0.16534987514011831
-2,0,0,0,-0.9929434833833608,-0.030632742906202381
0,0,-1,0,0.95307367153980271,0.026097425525108818
0,0,1,0,0.27384853256212111,0.20628132485530881
0,0,0,0,0.99848983247011769,0.083014686924027734
0,0,1,0,0.16483231917399435,0.22712572067999229
0,1,-2,0,-0.19657612249512618,0.18330463850961037
0,0,0,-1,0.61541449721783859,-0.047539420896925352
0,0,0,2,-0.95467597753802502,-0.11586378422562785
-1,0,0,0,1.1748034516674652,0.046971012267208491
0,0,-1,-2,1.0027057598408575,-0.08551543628391331
0,0,0,-1,0.41749678214481717,0.037534465573800094
0,0,0,-1,0.11462157218040306,0.045245840561829197
-1,1,0,1,-0.98360148348061871,0.25629991916818984
-1,1,0,0,0.6246182748515241,0.30471683427809321
0,1,2,0,-1.7404961071589817,0.28756082066434346
0,0,-1,0,-0.10036030562333061,-0.075387796824701828
0,-1,0,1,1.7738689028536569,-0.16272116007198667
1,1,0,-1,1.5334596353198158,0.1750015969633863
0,0,0,2,0.1892447462893331,0.068771707656152203
0,1,0,0,-0.37473561657941185,0.19173366329859284
-2,-2,0,0,0.95468340956301323,-0.25070033494066579
0,0,0,0,-0.55655364684229969,-0.0032715377939069815
0,1,0,0,0.050975703933016529,0.13125370127948571
1,-1,-1,-1,-0.43722279984813056,-0.43274043368276749
0,0,0,1,-0.89407884893720113,-0.19721477703156515
0,-1,0,-2,0.60128813212018939,-0.019400963632241142
0,0,-1,1,0.68612328608060968,0.1529875823302016
0,0,0,0,0.83129589070573906,0.081222590874427264
0,0,-1,-1,-0.94690730930332179,0.040541946003234533
0,1,1,0,0.4211588720668647,0.21433267689561136
0,0,0,0,-0.33971936659438662,-0.019026223743289172
0,-1,-1,1,0.63367737489228959,-0.30202534058554847
0,0,0,0,-0.22040098616552425,0.19233510778991761
2,0,0,0,-1.0451318180732065,-0.13895138210155253
-1,0,0,-1,1.4496755070245253,0.17853561608269775
0,0,0,0,-0.58473670912140452,-0.076833648951348421
0,-1,0,0,-1.400220274028646,-0.2414377779409706
-1,1,0,2,2.0012074390922243,0.32529864311975198
0,0,0,-1,0.60846815096437712,0.10781145188365915
0,0,0,0,0.54936168730700696,-0.0024150346164341814
0,0,0,1,0.9223326959504633,0.043223526266209775
-1,1,0,0,-0.71664278842549511,0.2478428233879825
0,0,0,0,-0.67929224708260005,0.090996367467557848
0,0,0,0,0.89065781715475145,0.10881937629126186
0,-1,0,0,-0.43066077335664021,-0.28563418721366962
0,0,0,-1,-0.17582983176648503,0.14671149478141585
1,1,0,0,2.1295938420784908,0.17101361640499183
0,0,1,0,-0.058299229806282819,-0.040539060790223388
1,0,0,0,1.1439755179978757,-0.18180410151037835
0,0,0,-1,-0.076065212062325319,-0.033725296084712739
0,2,0,0,1.4383570993829302,0.53935814987782649
0,-1,0,1,0.19612573794877083,-0.17458956748858914
1,0,0,0,1.5850092790883925,-0.12483920094784307
0,0,1,0,-0.036172753063645743,0.094670208735213993
1,0,1,0,0.42541939388197764,0.038874733353366595
0,0,0,0,-1.0608444745494396,-0.011713724517900162
1,0,-1,0,-0.087455989879417662,-0.32111265867834632
0,0,-1,0,-0.30255074738645538,-0.14528221168862168
0,0,0,0,-0.67189805895599208,0.048112051963171802
0,0,0,-1,0.18699353875718036,-0.024489344467128756
-2,0,1,1,-1.3103370695403089,0.19650354473577
0,0,0,-1,0.43921060444675081,-0.089087124360004405
0,0,2,0,0.87401946657644691,0.13403971079093385
-1,0,0,0,-0.27634720605297747,0.17438789488473389
-1,0,0,0,-0.62993996992494483,0.11830877362960945
0,2,0,0,-1.1542602118948915,0.32923786400035682
0,1,0,0,-0.6306031844111214,0.16925310874695262
0,0,0,0,-0.19263912361523014,0.13769807030046768
0,0,-1,0,-0.36103948207048014,-0.028096580549605402
0,0,0,0,2.4619504450414915,0.015301189833239645
0,0,0,0,0.3430796165727234,-0.042102245409523689
0,0,0,0,1.0262266930297228,0.13425415141788841
0,0,0,0,-0.67350437985762635,-0.15143088273212552
0,0,0,0,-0.9814128088277726,-0.061973627806970584
0,0,0,0,-0.69211089598075337,-0.0089507076515807638
1,1,0,0,0.18153861876891761,0.11902532785680156
0,2,0,0,0.89227295314954369,0.44953596505807236
0,1,0,0,0.54915712415277451,0.27772831055339792
0,0,0,0,0.56329068618417544,0.0042854178460228834
0,0,1,0,1.7755444281355992,-0.023926100029499145
0,0,0,-1,1.5298369945085812,0.12366543055647319
0,-1,0,0,0.0040755000304483801,-0.23872818122464345
-1,0,0,-1,1.8083285315194773,-0.024321606332273378
2,1,0,0,1.7162298256191124,0.16485498927357417
0,0,-1,0,1.0658886520619313,0.063091712508848569
-1,0,2,0,1.388273999968197,0.28142040930997864
0,0,0,0,0.5935285537510826,-0.23425271078324536
0,0,1,0,-0.51776749154051038,-0.071823716227389589
0,0,1,0,-1.838467882886232,0.020716600446316034
0,0,0,-1,0.721806653236297,0.05996794716229794
0,0,0,0,0.32366776003077002,-0.07544517483055288
-1,-2,0,1,-1.3941921827083372,-0.45294012356999142
1,1,0,0,-0.63213012566447524,0.28148614925690074
1,0,0,0,0.31615423753788463,-0.13683250313717493
0,0,-1,0,-1.2478653728991478,-0.22025722972602588
0,1,-1,0,0.55399599072010142,0.2363019854879243
1,0,1,0,1.6911184930218859,0.1923997305205814
0,0,-1,-1,0.1991583023548954,-0.11953917864167352
0,1,0,1,-0.067532815908195432,0.26179626197382883
0,0,0,1,-0.56319162418973157,0.039427541375148853
0,-1,1,-1,0.79949720806286617,-0.1221931256374366
0,-2,0,0,0.61671275823769567,-0.3362095892960284
-1,0,0,-1,-0.30990873405709746,0.17880220172299688
-1,-1,0,1,-0.97691201801728744,-0.16208181980996569
1,-1,0,0,1.4298261159428096,-0.25967250705608991
-1,0,0,0,0.012087300077019745,0.23247136485525471
0,0,0,0,-1.7091506321725116,-0.10771352984182102
0,0,1,0,-0.93339789967932352,-0.071032620747269015
0,-1,1,1,-0.20998729707389618,-0.18383430175380028
0,0,1,0,-0.38477604110906011,0.06701752351588576
0,-1,-1,0,-0.38357429254961728,-0.28105735183282898
0,-1,-1,-1,0.29084497209287619,-0.32227053497554148
-1,2,1,0,0.20749256808641292,0.62243763186981649
0,0,-1,0,0.71574804689581695,-0.14733278954956322
0,-1,-1,0,1.2607141501538079,-0.26862190997518837
1,0,-1,0,0.34550643268668879,0.059502835412961461
0,0,1,0,-0.014681885888260946,0.18082044877393788
0,0,0,0,1.4944004698528628,0.064308334187901703
0,-1,-1,0,2.0431752164940868,-0.32018028352983796
0,0,0,1,0.5771136372411968,0.023532667432406229
-2,0,0,0,-0.034074523391736597,0.19233325303514717
0,0,0,0,-0.061027183949973834,-0.056013041214933286
0,0,0,0,0.41749106034288536,0.12027387358991526
0,-1,0,0,0.52233098432622305,-0.10819966926727281
-1,0,0,0,-0.045852609197833412,0.2920484764047856
0,0,0,0,0.37436821044810448,-0.07869454311397546
0,0,0,0,1.8383866547659684,0.046521078771233203
1,-1,0,-2,-1.1239259670272952,-0.43385976489345812
-1,0,-1,0,0.16185481072338306,-0.045061420951242603
-1,0,0,0,1.3768552467108701,0.20372219598422658
-1,0,1,1,1.3168070526375697,0.0030764699592614672
0,0,1,-1,0.40870747920830475,0.2884761116226473
0,0,0,0,1.125893879865896,0.27545678987177757
1,0,0,0,-1.4131707595553036,-0.048945968118119743
0,0,2,0,-0.73440302531118218,0.21822258903900399
1,2,0,-1,0.70121956951798747,0.46152001691740951
-2,0,0,0,-0.35262167750641604,0.18286561096072326
0,0,0,2,0.43467243376807962,0.05495580959701666
-2,0,0,1,-0.1686000669611456,0.010585188145642455
0,0,0,0,0.13384398096958824,0.079993182165472104
0,0,0,1,-0.81734805535217736,-0.10728235855237646
0,0,0,1,1.1783213318894772,-0.054704188655898024
0,1,1,1,-0.67004866484570269,0.15596155134139261
0,-1,1,0,0.19992483960283106,-0.13171733309509073
0,0,0,0,0.46621909845472204,0.16884724619482819
0,0,0,0,-0.89781909177944241,0.00046752983045803692
1,1,0,0,-0.56634867653260812,0.21521505214637535
0,0,0,0,2.1442091858003023,0.21382871232236891
1,0,0,0,1.8470522709003698,-0.11916943688914156
0,0,0,-1,-0.60343178432134448,-0.046855806250532095
-1,0,0,0,0.20856869008320961,0.068863760729491963
0,0,-1,1,-0.49180705924274959,0.056974686567101612
-1,0,0,0,1.012286365502578,0.044880271307502842
0,-1,0,0,2.9086163377409946,-0.10260004476080234
0,0,0,0,-0.79284674905299846,-0.091205300360109626
1,-1,0,0,0.31227883886228541,-0.31280907812764963
0,0,-1,0,-0.81448788061407151,0.13586816181776643
2,0,0,-1,-1.2834074375597089,-0.11126866389077922
0,1,1,-3,-0.98383476760916022,0.23779046711832069
0,-1,1,0,0.13113255026067205,-0.057349706976822443
0,0,0,0,0.32727188289700998,0.20641207754752999
0,0,0,1,-0.83692853963191127,-0.064286862701358874
0,0,1,1,1.4371008308025885,0.15158754967630578
-1,0,1,0,0.19376562607446934,0.0048139615828077659
0,-1,0,0,0.33738151224863921,-0.14147697844184984
-1,0,0,1,0.050735371209824263,0.02382085863882033
2,-1,0,-1,0.30536307093410364,-0.28416107336039159
-1,0,0,-1,0.098762155354698719,0.20747902249839112
1,1,0,0,-0.41119671502605354,0.076892982776500529
0,0,2,0,1.8763039366523611,0.18931410545714772
0,1,-1,0,-0.0061448765958329,0.18221410538829744
0,0,-1,0,0.58034984571465142,0.062157511843730417
0,0,-1,0,0.39353190376897512,-0.16788879861678221
0,0,-1,0,1.3297621049030217,0.13055837854316088
0,0,0,-1,-0.41531942405696465,0.14624038204026471
0,0,0,-1,0.014674457353464652,0.11837828339143523
-2,0,2,0,0.18313426834816277,0.38891190058737229
0,0,0,0,-0.29249612720267504,-0.14184571733845364
1,0,1,0,-2.0397347334361955,-0.21692597886295062
0,0,0,1,-0.80594611299404662,-0.19187572711772219
-1,1,1,0,0.65441624099780793,0.33263279091646286
0,0,1,0,-0.2866405740177026,-0.16443991598819466
0,1,-2,1,1.2800459580815751,0.21511578068358214
2,0,0,0,-0.56669540684765407,-0.27806229994592596
0,-1,0,0,-0.69441240865326048,-0.2103562581061178
-1,0,-1,0,-0.37851302754576616,-0.017489013220411902
-1,2,-1,0,0.44104594999746571,0.54695876838071988
0,-2,-2,0,0.37751735895463134,-0.3845761523047414
1,0,0,0,-0.67931784505708348,0.071197907300581911
-1,0,0,1,1.3237308537288055,0.068042307687151138
0,0,0,0,0.28947682768369398,0.21087144170383987
1,0,1,0,0.25357533140657279,-0.050613326169340778
1,2,0,0,0.5741015991216456,0.23820906142970166
-1,0,0,1,-1.1547375408551213,-0.063290197309205612
0,0,0,0,-0.17048068877747904,-0.088659040615235135
0,2,0,0,-0.033046939395235467,0.34030045117356222
0,-1,0,0,1.0657147385474457,-0.17598363367278727
-1,0,0,2,-1.2545290965826679,-0.060938180783513415
0,-1,0,2,0.3011594925631676,-0.28055011521062356
1,0,0,-2,0.57443441806125417,-0.13700099866639767
0,0,0,0,0.24135590675936233,0.013064782655798444
-1,0,0,0,-0.98800540647690016,0.14872147865167168
-1,-1,0,0,0.17626839350960644,-0.18134312772093705
0,0,0,0,-1.1453187163607781,0.021857523464359013
0,0,0,0,-0.39727301997495684,0.071925639884877102
0,0,-1,0,-0.5180751209011305,-0.27450011578269728
-1,1,-1,0,-0.77914397835410154,0.21091165135167844
0,0,0,2,-0.87210746157119423,0.095654793677242056
0,0,0,0,0.55985978194078534,0.08184663688140692
-2,0,0,0,-1.7242364138993762,0.14496952934764018
0,0,0,0,0.14633816002607741,-0.041145656561697046
0,1,2,0,-0.80458715447516349,0.27231222207221334
0,-1,0,0,0.61174994544116645,-0.13396187888942568
0,0,0,0,1.6500370771128234,-0.020051855635233526
2,0,0,-1,1.194135815672944,-0.1790994246487872
-2,0,0,1,-0.084183815004609308,0.022301612627529915
1,0,1,0,-0.15068200235811594,-0.072335238049505535
0,0,0,0,1.1688070998165674,-0.035749685470553662
1,0,0,0,0.021754065690771165,-0.22826068465936467
0,0,0,0,0.43659707851648155,-0.11927746712696741
0,0,1,-1,0.83515859566668549,0.14336251677471842
0,0,0,-1,-1.7486264461581651,-0.18452794107129625
1,0,-2,-1,0.43435216619481809,-0.021076340787588244
-1,1,0,1,-0.20935164234858711,0.24618380408000565
2,0,0,0,-2.9993464350205206,-0.24358663382930534
0,0,0,0,2.1663911216105562,-0.16831924359926395
-1,1,0,0,0.87144891902481492,0.33108186210925933
-1,0,0,-1,-1.2630677519584115,0.068823537961098247
-1,0,0,0,-0.83335194297333792,-0.075226838881410102
0,0,0,0,0.65587248217935201,-0.014858973570726988
0,0,0,0,0.55434402906698566,0.020424137661227269
0,0,0,2,0.10583142155736054,-0.18273148063963618
0,0,1,0,-0.21710826000916153,0.060275202885537685
-2,0,0,2,-1.4019827729253698,0.079572412883591404
0,0,1,0,-0.26154227424864979,-0.07268543673097555
-1,0,0,0,-0.25052444298389837,-0.015147975128895683
1,0,0,0,1.2046004354920612,-0.0063492247395080664
0,0,1,0,-0.23451885913973297,0.22193188113417286
1,-2,0,0,0.19800138590761812,-0.46038136748130948
0,0,0,-1,-0.16715313093228129,-0.11823211327218516
1,0,0,0,0.192676899568723,-0.020862389034390152
0,2,0,0,0.81090445624118357,0.40282376741924569
0,0,0,0,-0.68682386281854091,-0.022093214072095205
0,0,-1,0,1.2253497981194112,-0.029094885679310074
-1,0,0,0,0.46298813497605051,-0.032208973605419633
-1,0,2,0,-0.58495244892170395,-0.03656604668768821
0,0,0,0,-1.5103312200965413,-0.053394742313368826
0,1,0,0,-1.021484361894736,0.18987492230872796
0,0,-1,0,-1.3764719841715092,-0.31643236823084486
0,0,0,0,1.9801112827128422,0.079466382798002527
1,0,0,0,0.20931377401474335,0.039305538001064781
0,0,0,0,-0.26192817131228763,-0.095292390486351727
0,0,-1,0,-2.3647589945760314,-0.043006950396169703
0,0,0,0,0.036492060343580775,-0.0026660383723179637
1,1,0,0,0.10310992850441086,0.20325156724948804
0,0,0,-1,-2.4017792061068297,-0.079590814083429343
0,0,0,-1,-0.48665045166877169,0.13041183110860052
0,0,-1,2,0.50126202983779022,-0.12987216433047646
0,0,0,0,-1.5474172683191447,-0.056281182958409573
-1,0,0,0,-0.42947033933455547,0.22442579938678539
0,0,1,0,-0.97374990832840813,0.036389702629610193
0,1,0,0,0.88848601252618209,0.26774894890636763
0,0,0,0,-0.049602383542540235,0.065140093313109923
0,-2,0,0,0.16184354428115152,-0.41075363943529986
0,0,0,0,-0.80447400438858163,-0.11794014946673742
0,1,1,0,-0.33226691835235134,0.27707269376115246
0,0,0,0,1.1304234259384136,0.13075997661027824
0,-2,0,-1,-0.41122779391596087,-0.3099132668444502
1,0,-1,0,0.43287286521378288,0.053249396119904237
1,0,-1,1,-1.2479602143036423,-0.13611760232164521
0,0,1,0,1.2254727778812549,0.11266914463820731
0,1,0,0,-0.51054970997241955,0.27502010035595753
1,-1,0,-1,0.78531720772601032,-0.21801474719652369
-1,-1,1,0,-1.6901654209580643,-0.12219015991715594
1,0,0,0,1.2822460343390201,-0.0029544014032039457
0,0,1,0,2.125140197549686,0.13279894125279898
0,0,0,0,-0.10078460367682381,0.083485610406544231
0,0,-1,0,0.42643901067289158,0.12688190519490311
-1,0,0,0,1.5360333238256902,0.21253065771933244
0,0,1,-1,-0.71143223334574435,0.15880213118462966
0,0,0,-1,1.5163174920972795,-0.043743163305091995
1,1,-1,1,-0.78846607554655901,0.13869165846862336
0,0,1,1,0.15000356680557009,-0.07093139849897856
0,-1,-2,0,0.36633182770308692,-0.38467103061033264
0,-2,0,0,0.27906526397603171,-0.38678240492328231
0,0,0,-1,0.11023330603437363,-0.040669880678694911
1,0,0,0,0.64731507260187182,-0.10953219283347086
-1,0,0,-1,-1.4199188366959903,0.092383591448508412
0,0,1,-1,-1.0662343651035981,-0.10555510667857812
0,-1,1,0,-2.4739454050622403,-0.18938556226353875
0,0,-1,0,-0.72865052172790534,-0.081275631785766217
0,0,-1,-1,1.7963143744544254,0.082599488453080211
0,0,1,0,-0.96361472133973158,-0.00698825296061064
0,0,0,1,2.6883534323662062,0.1176154917524872
0,0,0,0,0.53022246123769168,0.098961601134782265
0,0,0,0,1.4469620330373663,0.18249719975625381
0,1,0,-1,-1.4878946245310911,0.35799972935066787
0,-2,-1,-1,1.3751960964659513,-0.30177545281383616
0,0,1,0,-0.22806850147451269,0.15378130383891811
0,-2,0,0,0.86819031027683891,-0.46733761410563951
0,0,0,-1,-0.020329900211986031,-0.054907297844763857
0,0,-2,0,-0.48703364403858679,0.15667793828267751
0,-1,0,-1,0.90915271522568164,-0.17415192217069661
1,0,0,0,-0.50046921038217973,-0.1995308080715324
-1,0,0,-1,0.46011674562710608,0.22804434914416932
1,0,0,0,0.93530655280509767,-0.20788867209608614
0,-1,-1,0,-0.94039102923251805,-0.21690661440559031
0,0,0,-1,-0.0047598137328392293,0.03782167460609475
-2,0,-1,0,0.27171626598020371,0.24184335417184499
0,1,-2,0,-0.34744650304729685,0.32716566818488285
0,0,-1,0,0.065030203131689973,-0.021698732410311172
0,0,0,0,0.7071493568344519,-0.1601506333556596
0,0,0,0,0.29860941532588658,0.053136873281028327
2,-1,1,0,0.097199813715117933,-0.44143089490732151
0,1,-2,0,-0.59575487558199913,0.14978461438435881
0,0,0,-1,-0.25524509660239786,-0.044973133876909738
0,1,0,0,3.4080665176156071,0.40103501931422886
1,0,0,0,1.0871796328827095,-0.11749042808879029
0,0,0,0,-0.68990633988952643,-0.10965374276475857
1,0,0,1,0.25149706601342908,-0.2576542039494526
1,1,1,1,-0.62503373097911141,0.054448546703369953
0,1,-2,0,-0.81599627539698916,0.11722143313002049
0,0,0,0,0.21795961551456389,0.032461977653204341
1,0,2,0,-2.0164642791266849,-0.062201291655697127
0,0,0,1,-0.079118708434099128,-0.091463982000508523
0,0,0,0,0.81032676261646186,0.067186074058214959
0,2,0,0,-0.65443687108514526,0.39246665904475392
0,1,0,0,-0.68853358308407253,0.18084791713049547
0,0,0,0,0.052728005299624958,-0.18551919813519857
0,0,-1,1,-0.063046087197932685,0.038925911581387376
0,1,0,0,0.12605640238455676,0.25474490856216292
-1,0,0,0,-0.98715184399152989,-0.059785161337161483
1,1,0,0,0.47139357206032539,0.070714959169692962
0,0,0,0,0.029909086755064204,0.001322907945904634
-1,1,0,0,-1.1380975027224707,0.28601618132810502
0,-1,1,0,-0.67195533635593596,-0.25053632727681702
-2,-1,0,1,-0.85954260713444131,-0.083503961885140421
-1,0,0,0,-0.85594904373490255,0.050831016317575639
0,1,2,0,1.3829403524111044,0.37437394443314315
0,0,1,0,-2.1155136623319266,0.013064198693433643
0,0,0,0,-1.0263707569227092,-0.066237064031845136
1,0,0,0,-1.3448615141300508,-0.30049825428510057
0,0,0,0,0.32230400482864346,-0.057962656689391143
0,0,0,0,-0.41582421491809529,0.026472945697805068
0,-1,0,0,0.30274172507147656,-0.20115406921960918
1,0,0,0,-0.93868168273990693,0.07533647320991077
-1,0,0,0,0.45236364927550671,0.066557914878658531
0,0,0,0,0.1772146548692636,-0.15015094011032695
0,0,2,0,-0.85053224365634494,0.15063049858629801
1,0,-1,0,-0.31505247872204684,-0.33513499096136168
-1,1,0,0,-0.96225689672178771,0.35425964284022177
0,0,1,2,-1.0330976109837422,-0.066279239245747551
0,0,0,0,-0.32261481573811929,0.062907572398596789
0,0,1,0,0.88163124577915264,0.11098789843683948
0,0,2,0,-0.10563711404732296,-0.058354378488787703
0,1,1,0,-0.55165159302082323,0.30256299589984997
-1,-1,0,0,-0.53881878432795249,-0.16251334739061954
2,0,0,-1,-0.10926522581480272,-0.11454184365924609
-1,1,0,0,-0.56609872599265354,0.31763377334112036
-1,-1,0,0,1.4777664487615634,-0.10842723189701908
0,0,0,0,-0.56780447452544058,-0.15463026382848882
0,0,0,0,-0.39623401200689656,0.048743479360804753
0,0,1,-1,-0.51850697414573255,-0.15511475695444787
-1,1,0,0,1.5621890103682643,0.44175605114265115
0,0,1,1,0.65525561761317586,0.0040656464977775683
-1,-1,0,-2,0.51720753067577419,-0.14422122939593987
0,0,0,1,-0.3069454412106114,-0.1632511652613742
0,0,0,1,-0.62689805669360021,0.072062402598818798
1,-1,-1,0,1.625724155012765,-0.35235727380062026
0,0,-1,0,1.3258280942221068,0.19286844878465059
0,1,0,-1,0.58257737290014477,0.27213406397407192
0,0,0,0,-0.50408131757633812,-0.15665319435791344
0,0,-1,0,-0.2257897190261296,-0.21402422527828541
0,0,-1,-1,-0.097221352645910669,-0.044606860072015475
0,-1,-1,0,1.0654980363719468,-0.26183569512503441
-1,0,-1,0,-1.5945460764697446,0.00024936921305052095
2,0,0,1,-0.74382392537825393,-0.33547566768954717
-1,0,1,0,0.025010446890410869,0.15015939378355803
0,0,0,0,-0.37388009686066082,0.10377288841285529
1,0,0,-1,-0.80512942330798298,-0.14257319934674847
0,0,0,0,1.041568242673554,0.0020361653847272392
0,0,0,0,0.55972295877909295,0.080069650903695971
0,0,-1,0,0.21269219919826512,0.029929080546093303
0,0,0,0,0.017115850056657569,0.14045842106917464
0,0,0,-1,-0.22446978874100176,0.0098195224369930223
-1,2,0,1,0.15875284565794626,0.45829287346182085
0,0,0,0,0.56238056477550469,-0.07842722520340828
0,0,1,1,-0.48463546510172617,-0.19495486462391065
0,1,0,0,-0.14992126671902553,0.31948058100364818
1,-2,0,0,0.91858516250094491,-0.61923499657711656
0,0,0,1,-0.69739694677532016,0.045338209022112538
0,1,0,-1,-1.6640069857214688,0.14401042008329001
1,0,0,0,-0.83022044999457489,-0.067250646001888931
0,0,-1,0,-1.5381674806002521,0.10443066398714312
0,-1,1,0,1.6733841604742139,-0.061959658331086138
-1,0,0,0,-1.7390234460133687,0.10550002988845751
-1,0,0,-1,0.95221442612797103,0.017601722626730466
1,2,0,-1,0.79264320030807311,0.30190246453952424
0,0,0,0,-1.421517464498584,-0.087820381085239652
0,1,0,0,-1.7541232561222599,0.12362927799372952
0,0,-1,0,0.34013041125350763,0.15530662637278991
0,0,0,0,-1.1780510382508615,-0.10960559320163006
-1,-1,-1,0,-0.70963957191936866,-0.19171670660002726
0,0,1,0,1.0738982428150201,0.10019847949487729
1,0,0,0,-1.1053992111009125,-0.0044691450117783776
0,0,0,0,0.43445598071204239,-0.058513279632377416
0,3,-1,0,0.61074439281757442,0.49900405736025732
0,-1,0,-1,-1.0225698818423548,-0.18732376155767611
0,1,1,0,-1.0700733846345694,0.075782739471956656
0,0,0,1,0.052441062018208112,-0.094734306122519485
0,0,-2,0,-1.1519943403332704,-0.13541402936636615
0,0,1,0,0.0069460436517860356,0.2209123466253794
1,0,0,0,0.00067613760548615963,-0.033300872434253156
0,2,1,0,0.40310843779482408,0.45328457891859797
0,-1,0,0,-2.2261989983401316,-0.35230198546050479
-1,0,0,0,1.0457217150670481,0.1582094885372666
0,0,0,0,0.47481251727712032,-0.038309317083325439
0,0,0,-1,0.80947793559963155,0.014050847826484122
0,0,3,-1,-0.95563573174853067,-0.03616017424466246
0,1,0,0,-1.3124814322993184,0.1877302731131287
-1,0,-1,1,0.40093572328219412,-0.017632120261546154
1,-2,0,0,-0.91046304610721351,-0.44753666676988163
-1,-1,0,2,0.43080533953733058,-0.1826314800846246
0,1,0,0,-0.52527455946612145,0.12980319201473384
2,1,0,1,1.2294742259066567,0.21575021522045001
0,-1,1,1,-0.92495352236119543,-0.36017891368906668
0,0,0,0,-0.069020369021377051,-0.14696089674789894
1,0,1,-3,0.90480046656338931,0.12111791055411895
1,0,0,-1,0.44187313274462664,-0.044909233847426372
0,0,0,0,-0.16470303280393583,-0.028317991495599409
0,0,0,-2,0.35044382305578681,0.025106704320243863
0,0,0,0,0.21027095119133729,-0.081453184704082235
-1,0,1,0,0.55943916023935447,0.20953975753530046
